	sources	targets	score	pmids	flow
224826	EGR1	NAB1	0.6335275142269998	pubmed:28514442	0.004635761589403973
227090	PCDHGC3	NRN1	0.3650850877546917	pubmed:28514442	0.004635761589403973
228284	CLU	ITGA8	0.4337025972139988	pubmed:28514442	0.004635761589403973
228894	SIRT6	PCDHGC3	0.46896095369699325	pubmed:28514442	0.009271523178807946
234519	SCGB2A2	GCNT1	0.318516668329924	pubmed:28514442	0.004635761589403973
236004	KLHDC2	UBE3D	0.2775935397828965	pubmed:28514442	0.004635761589403973
243844	LRP1	SLC26A6	0.3596756929547587	pubmed:28514442	0.004635761589403973
244505	IPPK	PCDH19	0.2336802840082957	pubmed:28514442	0.004635761589403973
246689	SOX5	SOX11	0.5424123885825992	pubmed:28514442	0.004635761589403973
258982	ZNRF3	FZD7	0.652097991235813	pubmed:28600110	0.004635761589403973
259334	FOXA1	ZFP42	0.406397699940671	pubmed:27926873	0.004635761589403973
260522	TRIM25	MREG	0.27629661356830354	pubmed:29117863	0.004635761589403973
260993	TRIM25	SGSM3	0.42225706657412365	pubmed:29117863	0.004635761589403973
261896	PTPN11	PLEKHA4	0.4283150140717385	pubmed:27229929	0.004635761589403973
262065	MCPH1	SMOX	0.3057375485153687	pubmed:29150431	0.004635761589403973
262078	FBXW11	MCPH1	0.49005660132018297	pubmed:29150431	0.004635761589403973
262107	GRPR	GRP	0.7	pubmed:12021405	0.004635761589403973
264016	USP9X	LATS1	0.7	pubmed:28720576	0.009271523178807946
264919	FAF1	CASP8	0.4710088107045618	pubmed:28414080	0.004635761589403973
265673	HNRNPL	STXBP5L	0.2916275067705777	pubmed:28611215	0.004635761589403973
266131	HNRNPL	ZNF248	0.2653929255910656	pubmed:28611215	0.004635761589403973
266184	HNRNPL	PKNOX2	0.3779465226292023	pubmed:28611215	0.004635761589403973
266410	HNRNPL	PLEKHG4B	0.33564617967767435	pubmed:28611215	0.004635761589403973
266595	LNX1	MID1	0.6061590705589275	pubmed:29121065	0.004635761589403973
270179	PRKCD	SPRY2	0.5393145944531117	pubmed:19458088	0.004635761589403973
274408	APP	CLU	0.7	pubmed:23805218	0.004635761589403973
275237	RELA	MYC	0.6174736515004962	pubmed:28628118	0.009271523178807946
275536	FBXO7	CHCHD2	0.7	pubmed:27503909	0.004635761589403973
276267	SKP1	CUL7	0.7	pubmed:27705803	0.018543046357615892
278363	FBXW7	PTPN11	0.6189494286907171	pubmed:28287082	0.004635761589403973
279385	HIF1A	VEGFA	0.7	pubmed:23991099	0.004635761589403973
279816	CUL1	FBXO6	0.7	pubmed:29103612	0.004635761589403973
280059	PHACTR3	GALNT9	0.5761671998458556	pubmed:28330616	0.004635761589403973
281563	CTNNB1	KRAS	0.7	pubmed:27684187	0.004635761589403973
281876	PCBP1	HNRNPL	0.7	pubmed:27684187	0.018543046357615892
285215	UBE2M	BAHCC1	0.21006670865992155	pubmed:28581483	0.004635761589403973
287961	EFTUD2	PRPS1	0.6042745563485535	pubmed:28515276	0.004635761589403973
290218	FBXW11	ZNF281	0.4277104954961207	pubmed:29179460	0.004635761589403973
290975	RNF4	NKD1	0.3354849644762209	pubmed:29180619	0.004635761589403973
292602	CYLD	NOX4	0.24948231596204484	pubmed:28751569	0.004635761589403973
293466	AXIN1	MDFI	0.46427080095279744	pubmed:26871637	0.004635761589403973
295081	BLM	RMI2	0.7	pubmed:30279242	0.004635761589403973
300323	BTRC	ZNRF3	0.7	pubmed:29497989	0.009271523178807946
300568	DPF2	KIF26A	0.3284677087992337	pubmed:28533407	0.004635761589403973
300687	RNF123	FRY	0.4427475760761906	pubmed:29676528	0.004635761589403973
300728	RNF123	CSMD2	0.38967394893757284	pubmed:29676528	0.004635761589403973
300793	RNF123	ADAMTS15	0.25661286167438135	pubmed:29676528	0.004635761589403973
300995	RNF123	GALNTL6	0.2550053049675828	pubmed:29676528	0.004635761589403973
301014	RNF123	ROR1	0.27962380727203423	pubmed:29676528	0.004635761589403973
301103	RNF123	HECW2	0.509579239751795	pubmed:29676528	0.004635761589403973
301160	RNF123	IPPK	0.43128447724918534	pubmed:29676528	0.004635761589403973
302652	YAP1	FOXA1	0.5525208397079585	pubmed:29091762	0.004635761589403973
306646	VCP	OS9	0.7	pubmed:29599191	0.004635761589403973
306647	VCP	WLS	0.2845231187662448	pubmed:29599191	0.004635761589403973
307239	UBE2D1	MYLIP	0.4173780017588803	pubmed:29707137	0.004635761589403973
307497	REST	COL22A1	0.1841210228675952	pubmed:27976729	0.004635761589403973
308546	AKT1	NTRK1	0.6436655882495391	pubmed:28319085	0.004635761589403973
310094	ZFP36L2	TENM1	0.47622069323849375	pubmed:29449217	0.004635761589403973
311843	PIK3R1	SSTR2	0.27738416251729364	pubmed:16917505	0.004635761589403973
313028	CHEK1	MCM2	0.7	pubmed:25049228	0.004635761589403973
313074	XRCC4	BLM	0.7	pubmed:29523790	0.004635761589403973
313643	HSPA8	HSPA4L	0.7	pubmed:29568061	0.004635761589403973
314291	CANX	ATP6AP2	0.4363789972461103	pubmed:29568061	0.004635761589403973
314852	HSPA8	DPYSL2	0.6001435477326211	pubmed:29568061	0.004635761589403973
314886	HSPA8	TSC22D3	0.5266162986886734	pubmed:29568061	0.004635761589403973
319217	VCP	TSG101	0.5808491713488018	pubmed:29540532	0.004635761589403973
319272	VCP	PARK7	0.5810491525147006	pubmed:29540532	0.004635761589403973
